YEAR,TAXON,STATUS,COUNT,PROVINCE
2015,Reptiles,EXTINCT,11,NL
2014,Birds,EXTIRPATED,19,AB
2018,Arthropods,THREATENED,21,NL
2010,Vascular Plants,EXTINCT,48,YT
2011,Mammals,THREATENED,29,NB
2018,Amphibians,SPECIAL CONCERN,19,PE
2014,Lichens,SPECIAL CONCERN,44,QC
2015,Mosses,ENDANGERED,14,SK
2014,Mosses,ENDANGERED,26,NT
2018,Fishes,THREATENED,40,PE
2010,Birds,EXTIRPATED,10,NL
2010,Lichens,ENDANGERED,4,QC
2016,Vascular Plants,EXTIRPATED,10,NL
2019,Mammals,ENDANGERED,8,QC
2017,Vascular Plants,EXTINCT,6,MB
2017,Molluscs,EXTINCT,24,NT
2012,Mosses,SPECIAL CONCERN,12,AB
2015,Amphibians,SPECIAL CONCERN,2,BC
2011,Molluscs,EXTIRPATED,4,BC
2019,Vascular Plants,EXTINCT,2,NB
2019,Lichens,SPECIAL CONCERN,44,NL
2012,Birds,SPECIAL CONCERN,25,MB
2016,Fishes,THREATENED,3,QC
2018,Fishes,EXTINCT,9,NL
2012,Mosses,SPECIAL CONCERN,49,NB
2013,Mosses,EXTINCT,5,QC
2019,Vascular Plants,EXTIRPATED,43,PE
2016,Mosses,EXTIRPATED,40,NU
2018,Arthropods,EXTIRPATED,10,YT
2011,Fishes,EXTIRPATED,14,BC
2019,Mammals,SPECIAL CONCERN,11,NT
2017,Reptiles,EXTINCT,46,QC
2016,Fishes,EXTINCT,43,QC
2017,Mosses,ENDANGERED,23,NB
2014,Mammals,THREATENED,18,AB
2017,Lichens,EXTIRPATED,22,NS
2014,Mammals,SPECIAL CONCERN,35,AB
2018,Arthropods,ENDANGERED,35,NL
2011,Fishes,THREATENED,18,SK
2013,Amphibians,THREATENED,19,NU
2014,Vascular Plants,SPECIAL CONCERN,12,YT
2011,Arthropods,SPECIAL CONCERN,12,QC
2012,Birds,EXTIRPATED,8,NB
2017,Arthropods,ENDANGERED,40,AB
2019,Fishes,THREATENED,31,BC
2013,Amphibians,ENDANGERED,19,SK
2014,Amphibians,THREATENED,50,MB
2018,Birds,SPECIAL CONCERN,23,NU
2015,Amphibians,ENDANGERED,41,MB
2011,Birds,EXTIRPATED,6,PE
2010,Arthropods,EXTIRPATED,50,MB
2019,Mammals,THREATENED,41,MB
2013,Vascular Plants,SPECIAL CONCERN,20,SK
2010,Amphibians,EXTINCT,10,QC
2013,Mosses,SPECIAL CONCERN,3,NT
2013,Mosses,ENDANGERED,4,NB
2015,Amphibians,EXTIRPATED,41,NT
2013,Fishes,ENDANGERED,12,AB
2014,Birds,SPECIAL CONCERN,31,SK
2012,Arthropods,EXTIRPATED,8,PE
2015,Birds,EXTINCT,45,NL
2013,Vascular Plants,EXTINCT,4,PE
2019,Molluscs,EXTINCT,29,NL
2010,Mammals,THREATENED,47,NT
2013,Molluscs,SPECIAL CONCERN,48,NB
2015,Arthropods,EXTIRPATED,41,NU
2010,Birds,EXTIRPATED,45,NU
2015,Mammals,EXTIRPATED,18,NS
2015,Mosses,EXTINCT,7,BC
2013,Arthropods,THREATENED,3,BC
2015,Molluscs,EXTIRPATED,40,AB
2012,Vascular Plants,EXTINCT,34,NB
2017,Amphibians,EXTIRPATED,4,ON
2013,Amphibians,EXTINCT,2,NL
2014,Lichens,SPECIAL CONCERN,4,AB
2012,Vascular Plants,EXTINCT,46,NT
2014,Amphibians,EXTINCT,11,SK
2013,Lichens,EXTINCT,42,NS
2011,Fishes,EXTIRPATED,29,NU
2010,Fishes,ENDANGERED,26,ON
2017,Mosses,SPECIAL CONCERN,46,NU
2015,Mosses,SPECIAL CONCERN,50,MB
2012,Fishes,ENDANGERED,13,NL
2015,Arthropods,EXTIRPATED,17,YT
2019,Arthropods,EXTINCT,23,BC
2018,Arthropods,EXTINCT,1,PE
2012,Lichens,SPECIAL CONCERN,5,NB
2017,Mammals,ENDANGERED,41,PE
2019,Reptiles,SPECIAL CONCERN,14,NT
2019,Amphibians,ENDANGERED,24,YT
2018,Molluscs,EXTINCT,19,YT
2017,Fishes,ENDANGERED,16,NT
2012,Molluscs,ENDANGERED,11,NL
2014,Birds,THREATENED,31,BC
2010,Molluscs,EXTINCT,3,AB
2015,Mammals,EXTIRPATED,48,MB
2014,Fishes,THREATENED,26,QC
2010,Arthropods,ENDANGERED,24,BC
2018,Vascular Plants,EXTIRPATED,7,BC
2019,Mosses,ENDANGERED,1,BC
2016,Molluscs,THREATENED,36,MB
2016,Vascular Plants,SPECIAL CONCERN,23,NU
2016,Fishes,THREATENED,8,MB
2018,Arthropods,EXTIRPATED,34,QC
2019,Birds,EXTIRPATED,27,NL
2013,Amphibians,ENDANGERED,15,NS
2015,Mammals,THREATENED,33,NL
2015,Arthropods,THREATENED,26,ON
2018,Vascular Plants,SPECIAL CONCERN,44,NS
2019,Molluscs,THREATENED,28,MB
2010,Arthropods,THREATENED,18,NB
2019,Molluscs,SPECIAL CONCERN,29,NL
2014,Fishes,SPECIAL CONCERN,18,SK
2016,Birds,SPECIAL CONCERN,14,SK
2016,Mosses,EXTIRPATED,25,ON
2018,Arthropods,ENDANGERED,40,AB
2010,Mosses,SPECIAL CONCERN,4,NT
2019,Mammals,EXTIRPATED,16,MB
2011,Reptiles,EXTIRPATED,26,AB
2014,Molluscs,THREATENED,30,MB
2015,Lichens,ENDANGERED,11,QC
2015,Mosses,EXTIRPATED,16,QC
2019,Arthropods,EXTIRPATED,21,NT
2017,Birds,SPECIAL CONCERN,41,NL
2018,Birds,SPECIAL CONCERN,36,BC
2013,Reptiles,EXTINCT,4,AB
2019,Birds,THREATENED,41,MB
2019,Mammals,SPECIAL CONCERN,31,YT
2015,Molluscs,EXTINCT,41,MB
2012,Fishes,SPECIAL CONCERN,10,AB
2011,Reptiles,EXTINCT,37,BC
2011,Arthropods,EXTINCT,46,NU
2013,Lichens,SPECIAL CONCERN,45,QC
2014,Mammals,THREATENED,25,BC
2014,Fishes,EXTIRPATED,3,ON
2017,Molluscs,EXTINCT,33,NL
2011,Molluscs,ENDANGERED,11,NU
2015,Amphibians,EXTIRPATED,6,PE
2011,Birds,ENDANGERED,31,NL
2017,Reptiles,THREATENED,2,NT
2013,Mosses,EXTIRPATED,11,YT
2018,Fishes,ENDANGERED,36,NS
2011,Fishes,SPECIAL CONCERN,20,SK
2019,Mammals,EXTIRPATED,42,AB
2015,Amphibians,EXTINCT,46,MB
2019,Molluscs,SPECIAL CONCERN,40,ON
2013,Reptiles,THREATENED,46,BC
2017,Amphibians,EXTINCT,42,NL
2016,Amphibians,EXTINCT,49,BC
2012,Birds,THREATENED,3,AB
2013,Fishes,THREATENED,21,SK
2018,Fishes,EXTIRPATED,22,NB
2018,Lichens,EXTIRPATED,14,BC
2015,Vascular Plants,ENDANGERED,34,NT
2013,Fishes,ENDANGERED,10,NB
2015,Vascular Plants,SPECIAL CONCERN,29,NT
2018,Lichens,EXTINCT,31,NU
2011,Molluscs,SPECIAL CONCERN,8,NB
2010,Mosses,ENDANGERED,11,NU
2011,Mosses,ENDANGERED,47,NL
2013,Fishes,SPECIAL CONCERN,31,MB
2011,Amphibians,EXTIRPATED,11,QC
2013,Birds,SPECIAL CONCERN,50,AB
2015,Amphibians,ENDANGERED,1,AB
2016,Birds,ENDANGERED,32,PE
2016,Mosses,SPECIAL CONCERN,3,BC
2010,Mosses,EXTINCT,33,NT
2017,Birds,ENDANGERED,47,AB
2013,Vascular Plants,EXTIRPATED,35,ON
2012,Mammals,EXTIRPATED,19,QC
2011,Amphibians,EXTIRPATED,41,SK
2019,Lichens,EXTIRPATED,16,NB
2017,Fishes,EXTIRPATED,18,QC
2013,Mosses,EXTIRPATED,36,NL
2017,Amphibians,SPECIAL CONCERN,21,NU
2010,Mammals,EXTIRPATED,13,NL
2017,Amphibians,SPECIAL CONCERN,5,NT
2017,Amphibians,THREATENED,14,NU
2016,Mosses,EXTINCT,40,NL
2016,Mammals,THREATENED,28,MB
2017,Mosses,ENDANGERED,44,YT
2019,Molluscs,SPECIAL CONCERN,4,NT
2018,Mosses,ENDANGERED,27,YT
2019,Fishes,ENDANGERED,31,NT
2016,Arthropods,THREATENED,35,BC
2016,Amphibians,EXTIRPATED,26,NS
2015,Molluscs,SPECIAL CONCERN,14,NU
2016,Lichens,SPECIAL CONCERN,20,AB
2019,Vascular Plants,ENDANGERED,45,NS
2019,Fishes,SPECIAL CONCERN,46,NL
2019,Arthropods,SPECIAL CONCERN,44,NS
2016,Fishes,EXTIRPATED,14,PE
2019,Lichens,EXTIRPATED,21,AB
2018,Reptiles,SPECIAL CONCERN,29,SK
2016,Arthropods,ENDANGERED,28,MB
2011,Mosses,SPECIAL CONCERN,13,BC
2015,Mammals,EXTIRPATED,26,QC
2018,Amphibians,EXTINCT,12,NL
2010,Reptiles,ENDANGERED,49,PE
2012,Mosses,EXTIRPATED,14,NL
2019,Molluscs,SPECIAL CONCERN,39,NU
2017,Amphibians,EXTINCT,40,YT
2010,Arthropods,THREATENED,24,SK
2018,Lichens,EXTIRPATED,26,YT
2015,Reptiles,SPECIAL CONCERN,22,NB
2011,Birds,SPECIAL CONCERN,29,MB
2018,Arthropods,ENDANGERED,49,NU
2015,Fishes,EXTIRPATED,28,NB
2018,Vascular Plants,THREATENED,12,NT
2010,Mosses,SPECIAL CONCERN,1,QC
2016,Molluscs,EXTIRPATED,9,MB
2012,Molluscs,THREATENED,16,ON
2016,Lichens,EXTINCT,40,MB
2019,Birds,EXTINCT,48,NB
2017,Reptiles,EXTINCT,5,NL
2013,Vascular Plants,EXTIRPATED,21,NU
2012,Lichens,SPECIAL CONCERN,48,NL
2010,Molluscs,SPECIAL CONCERN,3,NU
2011,Lichens,THREATENED,45,NU
2011,Molluscs,ENDANGERED,21,QC
2016,Reptiles,SPECIAL CONCERN,9,YT
2016,Vascular Plants,EXTIRPATED,22,MB
2019,Mammals,THREATENED,16,ON
2010,Mammals,EXTIRPATED,6,BC
2017,Vascular Plants,ENDANGERED,27,NU
2017,Molluscs,ENDANGERED,45,NT
2015,Lichens,ENDANGERED,42,MB
2011,Amphibians,SPECIAL CONCERN,27,AB
2011,Reptiles,SPECIAL CONCERN,24,NS
2018,Lichens,THREATENED,44,NT
2019,Amphibians,ENDANGERED,40,ON
2013,Mammals,ENDANGERED,29,NS
2012,Molluscs,ENDANGERED,42,MB
2012,Birds,THREATENED,30,NL
2016,Fishes,EXTIRPATED,28,NT
2010,Mammals,EXTINCT,11,NU
2012,Amphibians,ENDANGERED,2,AB
2013,Molluscs,THREATENED,5,ON
2017,Reptiles,ENDANGERED,40,SK
2016,Amphibians,THREATENED,31,ON
2018,Mosses,SPECIAL CONCERN,5,BC
2015,Mosses,ENDANGERED,40,QC
2019,Reptiles,EXTINCT,42,NU
2014,Fishes,EXTINCT,28,YT
2012,Reptiles,EXTINCT,8,MB
2012,Amphibians,THREATENED,36,NT
2010,Amphibians,SPECIAL CONCERN,20,SK
2018,Mammals,EXTINCT,15,SK
2012,Lichens,EXTINCT,9,ON
2015,Birds,EXTINCT,2,AB
2013,Amphibians,THREATENED,49,QC
2011,Arthropods,EXTINCT,11,BC
2017,Mammals,EXTINCT,25,SK
2010,Mammals,EXTIRPATED,32,MB
2015,Lichens,EXTINCT,46,NS
2017,Reptiles,SPECIAL CONCERN,3,ON
2015,Mosses,SPECIAL CONCERN,34,NT
2018,Fishes,ENDANGERED,41,MB
2016,Vascular Plants,THREATENED,37,SK
2010,Amphibians,SPECIAL CONCERN,18,PE
2010,Fishes,THREATENED,48,ON
2010,Molluscs,THREATENED,7,NS
2018,Lichens,EXTINCT,9,NB
2019,Fishes,ENDANGERED,28,ON
2014,Birds,EXTIRPATED,32,NL
2012,Fishes,THREATENED,46,BC
2019,Fishes,SPECIAL CONCERN,33,QC
2019,Vascular Plants,THREATENED,49,NL
2016,Birds,THREATENED,28,PE
2013,Lichens,EXTINCT,5,YT
2012,Lichens,THREATENED,14,ON
2016,Reptiles,SPECIAL CONCERN,28,PE
2019,Molluscs,EXTINCT,39,NU
2015,Reptiles,SPECIAL CONCERN,38,SK
2016,Birds,ENDANGERED,29,NU
2013,Vascular Plants,EXTIRPATED,1,NT
2017,Fishes,THREATENED,7,YT
2011,Fishes,EXTINCT,1,MB
2015,Vascular Plants,SPECIAL CONCERN,40,PE
2015,Arthropods,SPECIAL CONCERN,29,NB
2012,Lichens,EXTIRPATED,31,ON
2017,Reptiles,EXTIRPATED,35,NL
2014,Arthropods,EXTINCT,37,QC
2010,Birds,THREATENED,41,NL
2019,Lichens,SPECIAL CONCERN,29,NS
2015,Lichens,EXTINCT,48,SK
2014,Birds,THREATENED,2,MB
2012,Birds,SPECIAL CONCERN,13,QC
2010,Lichens,SPECIAL CONCERN,12,NL
2019,Reptiles,EXTINCT,5,MB
2014,Fishes,ENDANGERED,18,SK
2017,Birds,SPECIAL CONCERN,35,NB
2016,Amphibians,ENDANGERED,5,NT
2019,Lichens,ENDANGERED,25,PE
2012,Amphibians,ENDANGERED,38,SK
2017,Molluscs,THREATENED,27,YT
2018,Birds,EXTIRPATED,29,BC
2017,Mosses,THREATENED,13,SK
2013,Mammals,EXTINCT,36,QC
2017,Reptiles,EXTIRPATED,5,QC
2019,Molluscs,THREATENED,6,PE
2012,Vascular Plants,EXTINCT,39,QC
2014,Reptiles,EXTINCT,46,QC
2019,Amphibians,SPECIAL CONCERN,40,NT
2016,Mammals,EXTINCT,7,YT
2011,Fishes,THREATENED,29,NU
2015,Fishes,ENDANGERED,24,AB
2012,Arthropods,EXTIRPATED,44,AB
2012,Amphibians,EXTINCT,28,NU
2016,Mosses,SPECIAL CONCERN,27,NS
2015,Arthropods,ENDANGERED,7,BC
2013,Birds,EXTINCT,5,BC
2019,Vascular Plants,EXTINCT,41,YT
2017,Reptiles,SPECIAL CONCERN,9,SK
2010,Molluscs,EXTINCT,5,QC
2015,Arthropods,EXTIRPATED,44,QC
2011,Lichens,EXTIRPATED,13,PE
2011,Fishes,THREATENED,35,ON
2014,Amphibians,EXTINCT,44,YT
2017,Fishes,THREATENED,38,NB
2016,Vascular Plants,SPECIAL CONCERN,5,SK
2016,Molluscs,THREATENED,38,PE
2011,Arthropods,THREATENED,24,MB
2017,Arthropods,ENDANGERED,7,NB
2015,Amphibians,EXTINCT,15,NS
2010,Vascular Plants,SPECIAL CONCERN,24,BC
2019,Molluscs,ENDANGERED,21,ON
2010,Birds,SPECIAL CONCERN,38,MB
2017,Fishes,ENDANGERED,21,QC
2014,Mammals,EXTINCT,5,BC
2011,Birds,SPECIAL CONCERN,26,NL
2013,Arthropods,EXTINCT,42,YT
2011,Arthropods,EXTINCT,29,MB
2010,Amphibians,EXTIRPATED,20,NB
2019,Mammals,EXTINCT,12,PE
2017,Amphibians,ENDANGERED,8,MB
2010,Birds,ENDANGERED,40,BC
2015,Birds,SPECIAL CONCERN,22,YT
2016,Fishes,ENDANGERED,22,QC
2012,Vascular Plants,EXTINCT,7,AB
2014,Molluscs,SPECIAL CONCERN,50,NS
2012,Reptiles,SPECIAL CONCERN,42,ON
2015,Reptiles,EXTIRPATED,32,NT
2017,Amphibians,SPECIAL CONCERN,11,SK
2014,Amphibians,EXTINCT,11,ON
2010,Birds,EXTINCT,41,NL
2010,Lichens,THREATENED,23,NU
2013,Birds,SPECIAL CONCERN,10,NU
2012,Molluscs,EXTINCT,8,NL
2017,Arthropods,SPECIAL CONCERN,2,PE
2015,Vascular Plants,EXTIRPATED,34,QC
2010,Vascular Plants,EXTIRPATED,22,NU
2019,Mosses,EXTIRPATED,29,NT
2015,Fishes,EXTINCT,27,ON
2017,Mosses,SPECIAL CONCERN,23,YT
2013,Mosses,THREATENED,32,YT
2016,Amphibians,EXTINCT,33,SK
2018,Arthropods,THREATENED,39,NT
2017,Mosses,ENDANGERED,30,ON
2015,Amphibians,EXTINCT,43,NT
2017,Molluscs,THREATENED,27,NT
2011,Lichens,EXTINCT,7,NL
2016,Vascular Plants,EXTINCT,50,ON
2011,Molluscs,THREATENED,3,QC
2019,Birds,ENDANGERED,39,SK
2015,Molluscs,SPECIAL CONCERN,30,QC
2016,Reptiles,EXTINCT,5,NU
2010,Lichens,SPECIAL CONCERN,30,SK
2014,Amphibians,THREATENED,7,NU
2013,Arthropods,EXTIRPATED,48,ON
2012,Lichens,EXTIRPATED,9,AB
2010,Arthropods,SPECIAL CONCERN,37,BC
2010,Mammals,EXTINCT,43,SK
2016,Amphibians,SPECIAL CONCERN,33,SK
2015,Arthropods,EXTIRPATED,30,NS
2011,Arthropods,THREATENED,20,NB
2011,Mosses,THREATENED,8,NU
2014,Mosses,ENDANGERED,28,QC
2016,Mosses,SPECIAL CONCERN,47,QC
2013,Reptiles,EXTIRPATED,22,BC
2017,Mammals,THREATENED,42,AB
2017,Molluscs,EXTIRPATED,9,BC
2012,Molluscs,EXTIRPATED,13,PE
2015,Mammals,SPECIAL CONCERN,7,PE
2017,Molluscs,SPECIAL CONCERN,5,NB
2012,Molluscs,EXTIRPATED,46,QC
2018,Vascular Plants,THREATENED,39,MB
2012,Mammals,EXTINCT,3,BC
2014,Amphibians,EXTINCT,24,PE
2012,Amphibians,EXTIRPATED,49,ON
2015,Mosses,THREATENED,34,NL
2016,Birds,EXTIRPATED,19,PE
2018,Fishes,SPECIAL CONCERN,39,AB
2012,Birds,THREATENED,37,ON
2017,Vascular Plants,ENDANGERED,30,MB
2018,Birds,THREATENED,32,MB
2011,Amphibians,ENDANGERED,33,ON
2017,Mammals,SPECIAL CONCERN,20,NS
2015,Molluscs,THREATENED,46,MB
2019,Reptiles,EXTIRPATED,29,ON
2013,Fishes,SPECIAL CONCERN,17,AB
2016,Fishes,EXTINCT,20,AB
2017,Mosses,THREATENED,27,QC
2010,Fishes,SPECIAL CONCERN,5,AB
2017,Vascular Plants,THREATENED,49,PE
2014,Lichens,ENDANGERED,27,ON
2015,Birds,SPECIAL CONCERN,23,NS
2014,Reptiles,THREATENED,37,NS
2011,Birds,SPECIAL CONCERN,49,NU
2013,Arthropods,THREATENED,9,PE
2010,Molluscs,THREATENED,11,BC
2012,Molluscs,EXTINCT,33,QC
2014,Lichens,EXTIRPATED,44,MB
2016,Arthropods,ENDANGERED,20,YT
2013,Birds,ENDANGERED,28,AB
2015,Fishes,EXTINCT,7,YT
2018,Birds,ENDANGERED,41,MB
2017,Arthropods,EXTIRPATED,14,YT
2015,Reptiles,ENDANGERED,50,QC
2010,Mosses,EXTINCT,24,BC
2015,Reptiles,EXTIRPATED,38,NB
2012,Lichens,EXTINCT,38,QC
2010,Arthropods,EXTINCT,42,AB
2015,Molluscs,ENDANGERED,10,PE
2011,Arthropods,EXTINCT,18,YT
2012,Fishes,EXTIRPATED,19,PE
2013,Birds,SPECIAL CONCERN,2,NB
2013,Arthropods,EXTINCT,29,AB
2018,Molluscs,THREATENED,36,YT
2016,Lichens,ENDANGERED,46,QC
2012,Reptiles,ENDANGERED,9,YT
2016,Lichens,THREATENED,42,BC
2018,Birds,EXTIRPATED,27,MB
2011,Reptiles,ENDANGERED,7,NS
2018,Molluscs,SPECIAL CONCERN,8,NL
2014,Vascular Plants,EXTINCT,26,NS
2011,Lichens,THREATENED,15,NS
2011,Fishes,SPECIAL CONCERN,40,NS
2014,Mammals,EXTIRPATED,25,NS
2014,Reptiles,EXTIRPATED,21,ON
2010,Vascular Plants,EXTINCT,26,ON
2014,Vascular Plants,SPECIAL CONCERN,6,ON
2014,Vascular Plants,EXTINCT,18,SK
2014,Molluscs,ENDANGERED,49,MB
2014,Lichens,ENDANGERED,46,AB
2013,Fishes,EXTIRPATED,29,NT
2014,Birds,THREATENED,14,PE
2013,Amphibians,THREATENED,12,PE
2019,Mosses,SPECIAL CONCERN,24,NB
2011,Mosses,SPECIAL CONCERN,37,ON
2015,Amphibians,SPECIAL CONCERN,31,NL
2013,Mammals,EXTINCT,19,NT
2015,Molluscs,EXTIRPATED,11,NL
2019,Birds,EXTIRPATED,14,PE
2011,Fishes,EXTINCT,13,ON
2011,Reptiles,ENDANGERED,46,NU
2014,Mammals,THREATENED,9,NB
2019,Mosses,EXTIRPATED,3,NB
2010,Amphibians,ENDANGERED,3,AB
2011,Mammals,ENDANGERED,21,NB
2012,Amphibians,ENDANGERED,19,MB
2012,Fishes,ENDANGERED,19,PE
2018,Amphibians,SPECIAL CONCERN,28,QC
2018,Vascular Plants,ENDANGERED,12,PE
2016,Mammals,SPECIAL CONCERN,46,AB
2017,Birds,SPECIAL CONCERN,42,AB
2012,Molluscs,EXTINCT,38,SK
2016,Amphibians,EXTIRPATED,18,PE
2014,Birds,SPECIAL CONCERN,25,QC
2010,Birds,THREATENED,6,NS
2019,Birds,SPECIAL CONCERN,27,YT
2016,Reptiles,THREATENED,17,ON
2014,Birds,EXTINCT,19,ON
2016,Reptiles,ENDANGERED,38,SK
2010,Fishes,SPECIAL CONCERN,25,NS
2018,Amphibians,EXTIRPATED,38,BC
2013,Mammals,THREATENED,15,QC
2016,Lichens,THREATENED,29,YT
2013,Fishes,EXTINCT,28,NL
2013,Mosses,SPECIAL CONCERN,30,NL
2015,Vascular Plants,THREATENED,7,ON
2018,Mammals,SPECIAL CONCERN,5,AB
2018,Mammals,SPECIAL CONCERN,39,SK
2017,Mosses,THREATENED,41,BC
2019,Reptiles,EXTIRPATED,23,AB
2013,Arthropods,SPECIAL CONCERN,41,PE
2014,Arthropods,THREATENED,8,NT
2012,Lichens,EXTINCT,36,SK
2019,Mammals,ENDANGERED,27,ON
2010,Mosses,THREATENED,36,NL
2017,Mosses,SPECIAL CONCERN,1,NT
2019,Birds,THREATENED,12,BC
2014,Amphibians,ENDANGERED,21,NU
2010,Reptiles,ENDANGERED,45,YT
2010,Mammals,EXTINCT,47,BC
2017,Mosses,THREATENED,25,YT
2012,Fishes,THREATENED,16,NL
2013,Mammals,THREATENED,2,AB
2016,Mammals,EXTINCT,33,SK
2019,Reptiles,SPECIAL CONCERN,34,BC
2011,Mosses,EXTIRPATED,42,NL
2016,Reptiles,ENDANGERED,17,YT
2011,Reptiles,EXTINCT,26,ON
2012,Lichens,SPECIAL CONCERN,18,ON
2018,Vascular Plants,EXTINCT,7,PE
2015,Vascular Plants,EXTIRPATED,7,NS
2016,Molluscs,SPECIAL CONCERN,33,MB
2019,Birds,THREATENED,35,YT
2010,Birds,EXTINCT,34,ON
2010,Birds,SPECIAL CONCERN,50,QC
2015,Fishes,THREATENED,40,NT
2014,Birds,EXTINCT,25,BC
2012,Mammals,THREATENED,9,MB
2010,Mammals,SPECIAL CONCERN,33,NU
2017,Lichens,EXTIRPATED,20,NL
2014,Amphibians,SPECIAL CONCERN,2,PE
2011,Fishes,ENDANGERED,28,NS
2012,Birds,THREATENED,42,SK
2010,Reptiles,ENDANGERED,41,NT
2011,Mammals,SPECIAL CONCERN,16,PE
2014,Vascular Plants,EXTINCT,20,NU
2019,Arthropods,EXTINCT,30,NT
2019,Vascular Plants,EXTINCT,28,ON
2011,Fishes,EXTIRPATED,7,NT
2010,Birds,SPECIAL CONCERN,42,NS
2010,Arthropods,EXTINCT,41,NT
2016,Mosses,ENDANGERED,44,PE
2013,Reptiles,SPECIAL CONCERN,19,NT
2019,Birds,EXTIRPATED,9,SK
2010,Mammals,ENDANGERED,16,MB
2010,Mosses,SPECIAL CONCERN,33,SK
2019,Vascular Plants,EXTIRPATED,25,SK
2010,Arthropods,SPECIAL CONCERN,43,ON
2019,Fishes,THREATENED,26,NT
2013,Amphibians,EXTIRPATED,10,AB
2010,Reptiles,EXTINCT,2,YT
2017,Vascular Plants,EXTINCT,21,QC
2019,Mammals,EXTINCT,31,YT
2016,Mammals,SPECIAL CONCERN,27,NB
2017,Fishes,EXTIRPATED,24,ON
2015,Mammals,SPECIAL CONCERN,40,YT
2019,Vascular Plants,THREATENED,33,AB
2015,Amphibians,EXTINCT,1,YT
2013,Fishes,ENDANGERED,43,ON
2019,Lichens,ENDANGERED,15,QC
2011,Mammals,EXTIRPATED,12,AB
2010,Lichens,ENDANGERED,31,AB
2012,Mammals,EXTINCT,26,NT
2016,Birds,SPECIAL CONCERN,21,MB
2010,Vascular Plants,ENDANGERED,30,NS
2016,Reptiles,EXTINCT,34,NB
2012,Birds,SPECIAL CONCERN,36,NB
2014,Reptiles,ENDANGERED,5,NL
2013,Fishes,ENDANGERED,20,SK
2011,Fishes,SPECIAL CONCERN,17,MB
2017,Fishes,THREATENED,41,NU
2012,Lichens,ENDANGERED,11,QC
2012,Fishes,SPECIAL CONCERN,28,QC
2019,Molluscs,EXTIRPATED,24,NT
2019,Reptiles,EXTIRPATED,41,SK
2015,Lichens,ENDANGERED,12,NT
2017,Mammals,ENDANGERED,11,SK
2010,Reptiles,ENDANGERED,24,MB
2014,Molluscs,EXTINCT,41,QC
2011,Mosses,SPECIAL CONCERN,39,NU
2010,Amphibians,EXTINCT,49,AB
2012,Mosses,THREATENED,11,NU
2013,Mammals,THREATENED,45,NS
2012,Reptiles,THREATENED,44,NL
2015,Amphibians,ENDANGERED,23,PE
2015,Reptiles,ENDANGERED,13,ON
2010,Fishes,EXTINCT,4,SK
2010,Vascular Plants,THREATENED,24,YT
2018,Reptiles,ENDANGERED,48,YT
2016,Molluscs,ENDANGERED,46,PE
2018,Arthropods,SPECIAL CONCERN,12,PE
2015,Mammals,ENDANGERED,5,NB
2017,Lichens,EXTIRPATED,27,YT
2013,Molluscs,THREATENED,12,BC
2013,Reptiles,EXTINCT,11,QC
2014,Vascular Plants,EXTINCT,29,PE
2010,Fishes,EXTIRPATED,38,NL
2012,Amphibians,ENDANGERED,8,NL
2016,Arthropods,THREATENED,25,YT
2018,Lichens,EXTINCT,40,NL
2017,Fishes,EXTINCT,41,PE
2018,Reptiles,EXTIRPATED,22,BC
2019,Lichens,EXTINCT,46,YT
2010,Amphibians,EXTINCT,13,BC
2016,Birds,SPECIAL CONCERN,8,NS
2016,Molluscs,THREATENED,46,NT
2012,Molluscs,EXTINCT,28,NT
2019,Arthropods,ENDANGERED,15,NU
2014,Lichens,SPECIAL CONCERN,28,NT
2012,Mammals,ENDANGERED,36,SK
2012,Arthropods,EXTIRPATED,41,ON
2015,Lichens,EXTINCT,39,MB
2016,Mosses,SPECIAL CONCERN,40,NL
2011,Reptiles,THREATENED,15,QC
2018,Amphibians,EXTINCT,48,SK
2014,Vascular Plants,EXTIRPATED,29,BC
2014,Fishes,THREATENED,43,BC
2019,Arthropods,ENDANGERED,19,MB
2017,Arthropods,THREATENED,26,NS
2011,Molluscs,THREATENED,17,PE
2013,Arthropods,ENDANGERED,35,NB
2018,Mosses,EXTIRPATED,25,NT
2010,Lichens,SPECIAL CONCERN,50,NT
2014,Mammals,SPECIAL CONCERN,20,MB
2013,Birds,EXTIRPATED,49,PE
2010,Mammals,EXTIRPATED,35,NU
2012,Arthropods,SPECIAL CONCERN,13,PE
2018,Molluscs,EXTINCT,12,AB
2017,Arthropods,SPECIAL CONCERN,45,NU
2017,Fishes,EXTIRPATED,17,NT
2013,Birds,EXTIRPATED,11,AB
2014,Birds,EXTINCT,34,PE
2018,Birds,ENDANGERED,22,SK
2010,Fishes,ENDANGERED,42,NL
2018,Birds,SPECIAL CONCERN,15,MB
2011,Vascular Plants,SPECIAL CONCERN,17,MB
2017,Mosses,SPECIAL CONCERN,11,ON
2014,Molluscs,THREATENED,27,SK
2017,Birds,THREATENED,17,PE
2019,Mosses,EXTIRPATED,48,NU
2017,Reptiles,SPECIAL CONCERN,31,PE
2014,Fishes,SPECIAL CONCERN,46,NL
2010,Fishes,THREATENED,17,YT
2011,Vascular Plants,ENDANGERED,13,NL
2019,Reptiles,EXTINCT,14,NT
2011,Reptiles,THREATENED,50,NS
2016,Lichens,EXTIRPATED,16,ON
